address,all_amenities,description,email,phone,category,hotelclass,latitude,longitude,pricelevel,pricerange,rankingdenominator,name,rankingposition,rankingstring,rating,weburl,website
"46, Panchikawatte Road, Colombo Sri Lanka","Internet, Free Internet, Restaurant, Airport transportation, Bar/Lounge, Wifi, Free Wifi, Dry Cleaning, Laundry Service, Baggage Storage, Bath / Shower, BBQ Facilities, Bottled Water, Car Hire, Express Check-in / Check-out, Coffee / Tea Maker, Currency Exchange, Desk, English, 24-Hour Front Desk, Hair Dryer, Iron, Newspaper, not provided","Everyone needs a place to lay their weary head. For travelers visiting Colombo, Shalimar Hotel is an excellent choice for rest and rejuvenation. Well-known for its proximity to great restaurants and attractions, Shalimar Hotel makes it easy to enjoy the best of Colombo.
Guest rooms offer amenities such as a desk, and guests can go online with free wifi offered by the small hotel.
Shalimar Hotel features a 24 hour front desk, newspaper, and express check-in and check-out, to help make your stay more enjoyable. The property also boasts an on-site restaurant. If you are driving to Shalimar Hotel, free parking is available.
Close to some of Colombo's most popular landmarks, such as Seema Malakaya Temple (1.1 mi) and Sri Ponnambalam Vanesar Kovil (1.3 mi), Shalimar Hotel is a great destination for tourists.
Travelers looking to enjoy some hotpot can head to Tang Dynasty. Otherwise, you may want to check out an Indian restaurant such as Graze Kitchen, Chutneys At Cinnamon Grand Colombo, or The Mango Tree.
Plus, during your trip, don’t forget to check out some of the popular history museums, such as Colombo National Museum and The Bandaranaike Museum.
Shalimar Hotel is sure to make your visit to Colombo one worth remembering.
",shalimarcolombo@aol.com,+94 77 768 4531,hotel,3.0,6.930495,79.86524,$,"LKR 9,027 - LKR 10,775",67,Shalimar Hotel,14,#14 of 67 small hotels in Colombo,3.5,https://www.tripadvisor.com/Hotel_Review-g293962-d2531854-Reviews-Shalimar_Hotel-Colombo_Western_Province.html,https://www.facebook.com/Shalimar-Hotel-Colombo-318543401623625/
"No 7, Karlshrue Gardens Colombo 08, Colombo Sri Lanka","Internet, Free Internet, Airport transportation, Wifi, Public Wifi, Free Wifi, Room service, Free parking, Restaurant, Non-smoking rooms, Business center, Laundry Service, Air conditioning, Family Rooms, Smoking rooms available, Flatscreen TV, Breakfast Available, Parking, Bath / Shower, Breakfast in the Room, English, French, Ironing Service, Seating Area, not provided","Our Home-Stay is situated in Colombo in a very quiet residential area within close proximity to the City Center. The National Museum, Places of Worship, Park,Restaurants,Shopping Malls, Casinos, Golf Links and International Cricket Grounds,Central Bus Stand and the main Railway Station could be reached within quarter of an hour.We have WiFi which is free of charge accessible to the Bedroom. This is a Family Run business and we go out of our way for them to feel at home and experience the Sri Lankan Hospitality. As we are a Bed & Breakfast unit main meals could be ordered from Internationally Recognized chains such as McDonald's, KFC ,Burgher King or leading Italian, Indian, Chinese or Eastern and Western restaurants in Colombo. Thirty minutes drive to the International Airport on the Expressway. Airport Transfers and Tours and Excursions could be arranged for nominal fee with English Speaking / Driver Guide.",gardenguesthousecolombo@gmail.com,+94 71 702 0007,hotel,3.0,6.922128,79.87654,$,"LKR 12,231 - LKR 24,170",51,Garden Guest House,4,#4 of 51 guest houses in Colombo,4.5,https://www.tripadvisor.com/Hotel_Review-g293962-d1393217-Reviews-Garden_Guest_House-Colombo_Western_Province.html,http://www.gardenguesthousecolombo.com/
"Bandaranaike International Airport, Colombo Sri Lanka","Room service, Free Internet, Free Wifi, Non-smoking rooms, Air conditioning, Non-smoking hotel, 24-Hour Check-in, Internet, Wifi, not provided",no description,Serenediva@srilankancatering.aero,+94 11 2 265899,hotel,0.0,7.175629,79.8872,no price level,No price mentioned,6,Serenediva Colombo Transit,3,#3 of 6 special hotels in Colombo,3.5,https://www.tripadvisor.com/Hotel_Review-g293962-d2529722-Reviews-Serenediva_Colombo_Transit-Colombo_Western_Province.html,http://www.srilankan.lk/destination-and-offers/colombo-airport/serenediva-colombo-transit-hotel.html
"316 Galle Road, Colombo 00300 Sri Lanka","Public Wifi, Air conditioning, Internet, Free Internet, Free parking, Restaurant, Bar/Lounge, Wifi, Non-smoking rooms, Laundry Service, Parking, Housekeeping, Baggage Storage, 24-Hour Check-in, Coffee Shop, Desk, English, Complimentary Toiletries, 24-Hour Front Desk, Hair Dryer, 24-Hour Security, Secured Parking, Sofa, Wake Up Service / Alarm Clock, not provided","Finding an ideal budget friendly hotel in Colombo does not have to be difficult. Welcome to Juliana Hotel, a nice option for travelers like you.
Guest rooms offer air conditioning, a desk, and a sofa, and Juliana Hotel makes getting online easy as free wifi is available.
You can also take advantage of some of the amenities offered by the hotel, including a 24 hour front desk, 24 hour check-in, and 24 hour security. In addition, guests can enjoy a hot tub and an on-site restaurant during their visit. As an added convenience, there is free parking available to guests.
Nearby landmarks such as Seema Malakaya Temple (0.7 mi) and Temple of Sri Kailawasanathan Swami Devasthanam Kovil (1.1 mi) make Juliana Hotel a great place to stay when visiting Colombo.
When you’re feeling hungry, be sure to check out Café Français, Brasserie, and Grande Gourmet at Nirj's, which are some French restaurants that are popular with locals and out-of-towners alike.
Should time allow, Gangaramaya (Vihara) Buddhist Temple, Galle Face Green, and Colombo National Museum are some popular attractions that are within walking distance.
Juliana Hotel puts the best of Colombo at your fingertips, making your stay both relaxing and enjoyable.
",info@julianalk.com,+94 11 2 334222,hotel,2.0,6.909149,79.8502,$,"LKR 6,989 - LKR 8,736",93,Juliana Hotel - Colombo,93,#93 of 93 hotels in Colombo,2.5,https://www.tripadvisor.com/Hotel_Review-g293962-d2285733-Reviews-Juliana_Hotel_Colombo-Colombo_Western_Province.html,https://julianalk.com/
"No 14 Sellamuttu Avenue (on Marine Drive, Kollupitiya), Colombo Sri Lanka","Internet, Beachfront, Room service, Free Internet, Restaurant, Airport transportation, Wifi, Free Wifi, Breakfast included, Dry Cleaning, Non-smoking rooms, Air conditioning, Refrigerator in room, Safe, Flatscreen TV, Bath / Shower, Beach Access, Public Wifi, Laundry Service, Non-smoking hotel, Parking, Baggage Storage, Bottled Water, Breakfast in the Room, Car Hire, 24-Hour Check-in, Express Check-in / Check-out, Coffee Shop, Coffee / Tea Maker, Desk, English, Free Public Parking Nearby, Complimentary Toiletries, 24-Hour Front Desk, Hair Dryer, Hindi, Iron, Ironing Service, Newspaper, Seating Area, 24-Hour Security, Sinhala, Sun Terrace, Tamil, Taxi Service, Telephone, Wake Up Service / Alarm Clock, Wine / Champagne, not provided","The Ocean Front Colombo is a unique property with 6 individually created deluxe bedrooms with its own character. The property has been designed so all rooms and common areas have amazing Ocean views. It Is located in Kolpity, Colombo 3 (also known as Kollupitiya) in the very heart of the city, making it the ideal place for the regular business traveler, or for those who want to discover the city. It is our aim to provide an personalized service that few could match, and to make every endeavor to make the property feel like your home in Colombo.",reservations@theoceanfront.lk,+94 11 2 301183,hotel,2.0,6.908404,79.84932,$,"LKR 26,500 - LKR 39,022",67,The Ocean Front,9,#9 of 67 small hotels in Colombo,4.5,https://www.tripadvisor.com/Hotel_Review-g293962-d3427955-Reviews-The_Ocean_Front-Colombo_Western_Province.html,http://www.theoceanfront.lk/
"485/69 Diyawanna Residencies, Colombo 10100 Sri Lanka","Pool, Internet, Room service, Free Internet, Free parking, Restaurant, Airport transportation, Wifi, Public Wifi, Free Wifi, Non-smoking rooms, Concierge, Air conditioning, Multilingual Staff, Safe, Bath / Shower, Pool / Beach Towels, Kids Activities, Suites, Bar/Lounge, Breakfast included, Dry Cleaning, Hot Tub, Laundry Service, Refrigerator in room, Minibar, Outdoor pool, Baggage Storage, not provided","The Aathma Colombo House is a modern family home transformed into an eclectic boutique hotel with 9 rooms & suites, tropical garden and a 20m swimming pool. The House rests on a private peninsula by the banks of the historic Diyawanna Lake in Colombo’s thriving municipal capital, and it’s location enables fast access to both the International Airport and Southern Expressway.",customercare@aathma.com,+94 77 889 2555,hotel,4.0,6.90802,79.90437,$$,"LKR 30,285 - LKR 37,857",6,Aathma Colombo House,1,#1 of 6 special hotels in Colombo,5.0,https://www.tripadvisor.com/Hotel_Review-g293962-d13958479-Reviews-Aathma_Colombo_House-Colombo_Western_Province.html,http://www.aathma.com
"Illanthadiya, Kalpitiya 61360 Sri Lanka","Beachfront, Room service, Free parking, Restaurant, Beach Access, Pool, Internet, Kids Activities, Free Internet, Bar/Lounge, Airport transportation, Wifi, Non-smoking rooms, Laundry Service, Concierge, Air conditioning, Family Rooms, Multilingual Staff, Safe, Breakfast Buffet, Outdoor pool, Breakfast Available, English, Fishing, Kids' Meals, Outdoor Furniture, Pool / Beach Towels, Pool with View, Sun Loungers / Beach Chairs, Sun Umbrellas, Breakfast included, not provided","In Sri Lanka, just two hours from the airport and three hours north of Colombo, is an unspoilt peninsula of golden sand. Here lies a blissfully secluded resort with luxury tented accommodation on Alankuda beach. The bluest of skies melts seamlessly into the azure of the Indian Ocean to make a picture-perfect backdrop to a unique, tailor-made tropical holiday experience. Welcome to Dolphin Beach Resort Kalpitiya! This new concept of stylish, eco-beach accommodation is for the discerning traveller in search of an unforgettable holiday. Spacious and comfortable, our air conditioned tents present a world of romance with a unique ambience and view of the sea. Experience the thrill of sea safaris to the nearby Bar Reef for the best Sri Lanka has to offer in snorkeling and be entertained by the dolphins and whales on your way. April to November offers one of the best places in the world for kite surfing. Enjoy the tranquil ocean with the most beautiful coral gardens of Sri Lanka. Or just work hard on your tan. The sunsets at Dolphin Beach are of the spectacular kind and a perfect end to idyllic days, every day.",info@dolphinbeach.lk,+94 77 772 3272,hotel,0.0,8.041144,79.71246,$$,"LKR 30,868 - LKR 46,302",16,Dolphin Beach Resort,2,#2 of 16 small hotels in Kalpitiya,4.5,https://www.tripadvisor.com/Hotel_Review-g1404719-d1984461-Reviews-Dolphin_Beach_Resort-Kalpitiya_North_Western_Province.html,http://www.dolphinbeach.lk
"295A Galle Road, Colombo 00300 Sri Lanka","Pool, Restaurant, Bar/Lounge, Free Wifi, Internet, Kids Activities, Suites, Room service, Free Internet, Free parking, Airport transportation, Wifi, Meeting rooms, Non-smoking rooms, Fitness center, Laundry Service, Concierge, Banquet Room, Air conditioning, Minibar, Conference Facilities, Non-smoking hotel, Safe, Rooftop Bar, Rooftop Pool, Flatscreen TV, Breakfast Buffet, Outdoor pool, Breakfast Available, Parking, Facilities for Disabled Guests, Housekeeping, Baggage Storage, Bath / Shower, Bidet, Blackout Curtains, Bottled Water, Breakfast in the Room, Cable / Satellite TV, 24-Hour Check-in, Express Check-in / Check-out, Children's Television Networks, Clothes Rack, Coffee / Tea Maker, Currency Exchange, Desk, Doorperson, Electric Kettle, English, Extra Long Beds, First Aid Kit, Complimentary Toiletries, Complimentary Welcome Drink, 24-Hour Front Desk, Hair Dryer, Highchairs Available, Interconnected room(s) available, Iron, Ironing Service, Kid-Friendly Buffet, Landmark View, Pool / Beach Towels, Pool with View, Private Bathrooms, Seating Area, 24-Hour Security, Secured Parking, Sinhala, Soundproof Rooms, Sun Deck, Sun Loungers / Beach Chairs, Sun Terrace, Sun Umbrellas, Telephone, Umbrella, Valet Parking, Wake Up Service / Alarm Clock, Walk-in Shower, Wardrobe / Closet, not provided",no description,reservations@sofiacolombo.com,+94 11 2 225225,hotel,0.0,6.907568,79.85093,$,"LKR 19,511 - LKR 25,335",93,Sofia Colombo City Hotel,25,#25 of 93 hotels in Colombo,4.5,https://www.tripadvisor.com/Hotel_Review-g293962-d27363339-Reviews-Sofia_Colombo_City_Hotel-Colombo_Western_Province.html,http://www.sofiacolombo.com
"305/1/1, Lewis Place, Negombo 11500 Sri Lanka","Free Internet, Free Wifi, Internet, Room service, Airport transportation, Laundry Service, Non-smoking hotel, Parking, Bath / Shower, Bicycle Rental, English, Newspaper, Beach Access, not provided","We are Located in the centre of Negombo's Night life surrounded with restaurants, pubs ,star hotels & only 15 mins drive to Colombo Airport. There are frequent buses and trains in between Colombo City Center, Kandy and Negombo town . A spacious house with living room , dining area , kitchen and 4 dorms By Tuk Tuk Just 2 US dollars ( Rs 250) from Negombo Bus Stand /Train station By Tuk Tuk 6 US dollars from Air port ( 15 mins Drive ). Free WiFi / cable TV,Free Breakfast ,Self catering facilities. The Beach Monkey . Negombo is an awesome Hostel with a great vibe, good food and an active bar. It is a hotspot for European , US, and Travelers around the world looking for an awesome place to stay in Negombo. If you are looking for a stuffy and overly opulent hotel, us monkeys can make a few suggestions. If you want a nice clean room and great atmosphere, we would love to have you stay with us. The Beach Monkey . Negombo is a family place, we are a big family with Network of Hostels around Sri lanka servicing our guests and helping them make the very best of their time in Negombo. We provide a complete service including tour service, transport, airport pick up, great food and awesome accommodation. You will find every one of our staff to be great fun and friendly people that want to ensure you have the best time ever! Our style is boutique and swanky with a real family and friendly feel. No stress , No worries , The Beach Monkey is your party hostel.",no email,+94 77 710 6988,hotel,0.0,7.230728,79.84109,$,"LKR 1,456 - LKR 2,912",58,Beach Monkey @ Colombo Airport,5,#5 of 58 hostels in Negombo,4.5,https://www.tripadvisor.com/Hotel_Review-g297897-d4974172-Reviews-Beach_Monkey_Colombo_Airport-Negombo_Western_Province.html,no website
"Ramakrishna Road, Colombo 00600 Sri Lanka","Internet, Room service, Free Internet, Free parking, Wheelchair access, Restaurant, Bar/Lounge, Airport transportation, Wifi, Public Wifi, Free Wifi, Breakfast included, Dry Cleaning, Non-smoking rooms, Laundry Service, Concierge, Air conditioning, Family Rooms, Multilingual Staff, Refrigerator in room, Non-smoking hotel, Safe, Flatscreen TV, Breakfast Buffet, Breakfast Available, Housekeeping, Baggage Storage, Blackout Curtains, Coffee / Tea Maker, Desk, English, 24-Hour Front Desk, Hair Dryer, Iron, Ironing Service, 24-Hour Security, Shared Lounge / TV Area, Express Check-in / Check-out, Complimentary Toiletries, Sinhala, Soundproof Rooms, Tamil, not provided","Soft duck feather pillows especially created to improve sleep quality, crisp cool sheets to wrap you in cosy comfort with muted earthy tones and warm lighting to complement - a welcome sight that will greet you at all our 50 rooms. Each one exudes a sense of homely wellbeing combined with contemporary elegance - a charming ambience that will envelop you with a sense of peace and relaxation from the moment you step in. Draw back the curtains and the views across the ocean or the sprawling suburbs - night or day will ease your mind too. The two rooms on the 8th floor can also be combined as a family suite of understated luxury with 180 degree views of the Indian Ocean - a place where your loved ones can make themselves at home while you attend to your business obligations.",info@fairviewhotel.lk,+94 11 2 058392,hotel,3.0,6.865345,79.860344,$,"LKR 14,560 - LKR 21,840",93,Fairview Hotel,32,#32 of 93 hotels in Colombo,4.5,https://www.tripadvisor.com/Hotel_Review-g293962-d8643886-Reviews-Fairview_Hotel-Colombo_Western_Province.html,http://www.tangerinehotels.com/fairview/
